UNITID,SECTOR
438805,Private for-profits
165255,Private for-profits
451255,Private for-profits
410964,Private for-profits
362782,Private for-profits
164845,Private for-profits
443678,Private for-profits
407179,Private for-profits
436599,Private for-profits
366580,Private for-profits
439136,Private for-profits
431099,Private for-profits
484057,Private for-profits
452054,Private for-profits
425889,Private for-profits
440952,Private for-profits
165556,Private for-profits
166498,Private for-profits
166595,Private for-profits
166586,Private for-profits
166805,Private for-profits
444769,Private for-profits
425986,Private for-profits
451264,Private for-profits
414124,Private for-profits
165635,Private for-profits
164438,Private for-profits
373678,Private for-profits
167224,Private for-profits
468963,Private for-profits
165750,Private for-profits
167039,Private for-profits
168032,Private for-profits
373696,Private for-profits
466523,Private for-profits
167738,Private for-profits
447494,Private for-profits
445638,Private for-profits
445656,Private for-profits
445647,Private for-profits
167321,Private for-profits
442815,Private for-profits
434344,Private for-profits
447403,Private for-profits
440420,Private for-profits
164447,Private not-for-profit four-years
164465,Private not-for-profit four-years
164474,Private not-for-profit four-years
164492,Private not-for-profit four-years
164562,Private not-for-profit four-years
164580,Private not-for-profit four-years
167792,Private not-for-profit four-years
164632,Private not-for-profit four-years
164720,Private not-for-profit four-years
164739,Private not-for-profit four-years
164748,Private not-for-profit four-years
164872,Private not-for-profit four-years
164614,Private not-for-profit four-years
164924,Private not-for-profit four-years
164915,Private not-for-profit four-years
164988,Private not-for-profit four-years
165015,Private not-for-profit four-years
165167,Private not-for-profit four-years
165334,Private not-for-profit four-years
167394,Private not-for-profit four-years
166124,Private not-for-profit four-years
165495,Private not-for-profit four-years
165529,Private not-for-profit four-years
165574,Private not-for-profit four-years
165644,Private not-for-profit four-years
165662,Private not-for-profit four-years
165671,Private not-for-profit four-years
165699,Private not-for-profit four-years
165705,Private not-for-profit four-years
165802,Private not-for-profit four-years
441982,Private not-for-profit four-years
165936,Private not-for-profit four-years
165945,Private not-for-profit four-years
166018,Private not-for-profit four-years
166027,Private not-for-profit four-years
166045,Private not-for-profit four-years
166054,Private not-for-profit four-years
164368,Private not-for-profit four-years
165264,Private not-for-profit four-years
166391,Private not-for-profit four-years
166452,Private not-for-profit four-years
166489,Private not-for-profit four-years
431594,Private not-for-profit four-years
166683,Private not-for-profit four-years
369002,Private not-for-profit four-years
166656,Private not-for-profit four-years
166850,Private not-for-profit four-years
166869,Private not-for-profit four-years
166911,Private not-for-profit four-years
166939,Private not-for-profit four-years
166948,Private not-for-profit four-years
441478,Private not-for-profit four-years
167093,Private not-for-profit four-years
167215,Private not-for-profit four-years
167251,Private not-for-profit four-years
167260,Private not-for-profit four-years
167358,Private not-for-profit four-years
482705,Private not-for-profit four-years
217606,Private not-for-profit four-years
167455,Private not-for-profit four-years
167464,Private not-for-profit four-years
167598,Private not-for-profit four-years
167677,Private not-for-profit four-years
166984,Private not-for-profit four-years
167783,Private not-for-profit four-years
167835,Private not-for-profit four-years
167899,Private not-for-profit four-years
475273,Private not-for-profit four-years
167996,Private not-for-profit four-years
168005,Private not-for-profit four-years
167057,Private not-for-profit four-years
168148,Private not-for-profit four-years
168218,Private not-for-profit four-years
168227,Private not-for-profit four-years
168254,Private not-for-profit four-years
168281,Private not-for-profit four-years
168290,Private not-for-profit four-years
166717,Private not-for-profit four-years
168342,Private not-for-profit four-years
168421,Private not-for-profit four-years
165884,Public four-years
165024,Public four-years
165820,Public four-years
165866,Public four-years
166674,Public four-years
167288,Public four-years
166692,Public four-years
167729,Public four-years
166708,Public four-years
166629,Public four-years
166638,Public four-years
167987,Public four-years
166513,Public four-years
168263,Public four-years
168430,Public four-years
168607,Community Colleges
168883,Community Colleges
169521,Community Colleges
169974,Community Colleges
169992,Community Colleges
170055,Community Colleges
170240,Community Colleges
170444,Community Colleges
170541,Community Colleges
170550,Community Colleges
170587,Community Colleges
170620,Community Colleges
170657,Community Colleges
170790,Community Colleges
171155,Community Colleges
171225,Community Colleges
171234,Community Colleges
169275,Community Colleges
171304,Community Colleges
171395,Community Colleges
171483,Community Colleges
171535,Community Colleges
172200,Community Colleges
172307,Community Colleges
172291,Community Colleges
172617,Community Colleges
172635,Community Colleges
172671,Community Colleges
171322,Other private not-for-profits
455035,Other private not-for-profits
171012,Other private not-for-profits
480727,Other private not-for-profits
